name_x,club_x,profile_image,year,market_value,name_y,club_y,nat,position,dob,age,height,weight,wage,last trans. fee,value,agg,jum,pun,vis,l th,lon,otb,tck,tec,tea,cmp,fre,ref,pos,pen,pas,fla,ant,cro,mar,ldr,cor,cnt,det,dec,hea,fir,com,acc,pac,aer,str,thr,han,ecc,dri,bal,kic,sta,agi,wor,bra,cmd,fin,1v1,tro,centerback,fullback,goalkeeper,midfielder,striker,winger,division_rating,nat_rating,club_rating,either_left,either_right,left,right,RUS_names
,,,,,Alexandr Likhachev,Other,RUS, D (C)                               , 22/7/1996 (24 years old)  ,24.0,184.0,72.0,12000.0,0.0,120000.0,13.0,11.0,2.0,6.0,5.0,3.0,7.0,12.0,9.0,11.0,11.0,9.0,3.0,11.0,2.0,12.0,5.0,12.0,5.0,11.0,9.0,4.0,15.0,20.0,10.0,11.0,11.0,3.0,10.0,11.0,3.0,9.0,3.0,2.0,2.0,6.0,10.0,1.0,12.0,10.0,13.0,12.0,1.0,5.0,3.0,1.0,1,0,0,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Aleksandr Likhachev
,,,,,Yegor Rudkovskiy,Chertanovo,RUS, M/AM (C)                            , 4/3/1996 (24 years old)   ,24.0,177.0,67.0,3800.0,0.0,120000.0,14.0,8.0,1.0,11.0,3.0,9.0,11.0,9.0,11.0,13.0,11.0,9.0,3.0,7.0,7.0,12.0,10.0,11.0,9.0,6.0,11.0,9.0,9.0,8.0,12.0,9.0,11.0,2.0,12.0,10.0,2.0,7.0,3.0,3.0,1.0,10.0,9.0,1.0,13.0,12.0,7.0,10.0,2.0,9.0,3.0,3.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Yegor Rudkovskiy
,,,,,Evgeny Nazarov,SKA Khabarovsk,RUS," D (C), DM, M (C)                    ", 7/4/1997 (23 years old)   ,23.0,193.0,78.0,5500.0,0.0,110000.0,12.0,15.0,3.0,10.0,6.0,10.0,10.0,11.0,12.0,13.0,11.0,7.0,2.0,11.0,9.0,10.0,8.0,9.0,8.0,9.0,10.0,5.0,10.0,16.0,7.0,12.0,9.0,3.0,9.0,10.0,2.0,10.0,3.0,1.0,1.0,12.0,10.0,2.0,8.0,9.0,12.0,9.0,1.0,9.0,2.0,2.0,1,0,0,0,0,0,64.8,1497.63,1268.0,0,0,0,1,Evgeniy Nazarov
,,,,,Dmitry Redkovich,Torpedo Moscow,RUS, D (C)                               , 15/1/1998 (22 years old)  ,22.0,183.0,78.0,3900.0,35000.0,110000.0,15.0,11.0,1.0,8.0,10.0,7.0,9.0,14.0,10.0,12.0,12.0,6.0,2.0,11.0,5.0,8.0,5.0,10.0,6.0,9.0,12.0,5.0,8.0,5.0,10.0,7.0,11.0,3.0,12.0,11.0,2.0,10.0,3.0,3.0,3.0,7.0,10.0,1.0,12.0,12.0,12.0,12.0,3.0,9.0,3.0,2.0,1,0,0,0,0,0,64.8,1497.63,1370.0,0,0,0,1,Dmitriy Redkovich
Artur Maloyan,,https://img.a.transfermarkt.technology/portrait/small/52475-1636042860.png?lm=1,34,-,Artur Maloyan,Other,RUS, ST (C)                              , 4/2/1989 (31 years old)   ,31.0,178.0,73.0,6250.0,0.0,105000.0,14.0,8.0,1.0,10.0,9.0,7.0,13.0,9.0,10.0,9.0,11.0,7.0,1.0,4.0,8.0,12.0,11.0,10.0,10.0,5.0,4.0,3.0,9.0,14.0,9.0,8.0,12.0,3.0,14.0,13.0,3.0,8.0,2.0,2.0,2.0,10.0,14.0,1.0,12.0,13.0,11.0,12.0,2.0,11.0,1.0,3.0,0,0,0,0,1,0,40.8,1497.63,1156.0,0,0,0,1,Artur Maloyan
,,,,,Andrey Yeschenko,Spartak Moscow,RUS, D (R)                               , 9/2/1984 (36 years old)   ,36.0,176.0,74.0,83000.0,0.0,105000.0,16.0,8.0,1.0,10.0,12.0,7.0,12.0,13.0,9.0,15.0,14.0,4.0,3.0,13.0,8.0,11.0,10.0,13.0,11.0,13.0,15.0,9.0,14.0,19.0,10.0,12.0,8.0,2.0,12.0,11.0,3.0,12.0,2.0,1.0,1.0,11.0,12.0,1.0,13.0,12.0,12.0,16.0,1.0,7.0,3.0,2.0,0,1,0,0,0,0,79.8,1497.63,1530.0,0,0,0,1,Andrey Yeshchenko
,,,,,Alexandr Sheplyakov,Other,RUS, GK                                  , 13/8/1996 (23 years old)  ,23.0,200.0,88.0,5750.0,0.0,105000.0,6.0,17.0,15.0,8.0,2.0,1.0,1.0,2.0,8.0,10.0,10.0,5.0,13.0,12.0,3.0,6.0,3.0,10.0,3.0,1.0,15.0,4.0,10.0,14.0,8.0,2.0,4.0,11.0,6.0,8.0,15.0,16.0,9.0,9.0,5.0,3.0,7.0,10.0,8.0,9.0,7.0,9.0,9.0,3.0,8.0,8.0,0,0,1,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Aleksandr Sheplyakov
,,,,,Dmitry Arapov,Tom,RUS, GK                                  , 9/6/1993 (27 years old)   ,27.0,185.0,78.0,7250.0,0.0,105000.0,5.0,11.0,9.0,10.0,2.0,2.0,1.0,1.0,11.0,11.0,12.0,8.0,13.0,10.0,2.0,12.0,1.0,11.0,2.0,3.0,6.0,5.0,11.0,8.0,9.0,1.0,6.0,12.0,10.0,11.0,9.0,10.0,10.0,9.0,3.0,1.0,12.0,11.0,11.0,12.0,10.0,12.0,11.0,1.0,11.0,14.0,0,0,1,0,0,0,64.8,1497.63,1252.0,0,0,0,1,Dmitriy Arapov
,,,,,Maxim Plopa,Baltika,RUS, D (C)                               , 23/1/1990 (30 years old)  ,30.0,188.0,79.0,7750.0,0.0,100000.0,13.0,13.0,1.0,7.0,9.0,9.0,8.0,11.0,8.0,8.0,10.0,6.0,1.0,12.0,7.0,10.0,5.0,11.0,6.0,12.0,8.0,5.0,13.0,11.0,12.0,10.0,8.0,3.0,10.0,11.0,2.0,13.0,2.0,3.0,2.0,8.0,10.0,2.0,11.0,9.0,10.0,11.0,1.0,5.0,3.0,1.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Maksim Plopa
,,,,,Andrey Buivolov,Other,RUS, D (C)                               , 12/1/1987 (33 years old)  ,33.0,186.0,76.0,44000.0,0.0,100000.0,7.0,13.0,2.0,5.0,12.0,10.0,7.0,14.0,8.0,12.0,11.0,6.0,3.0,11.0,7.0,9.0,4.0,12.0,6.0,12.0,6.0,5.0,12.0,14.0,12.0,14.0,11.0,2.0,11.0,12.0,3.0,11.0,1.0,3.0,1.0,7.0,12.0,1.0,13.0,11.0,12.0,11.0,1.0,6.0,1.0,3.0,1,0,0,0,0,0,65.2,1497.63,1156.0,0,0,1,0,Andrey Buivolov
,,,,,Alexey Pustozerov,Other,RUS," DM, M (C)                           ", 21/9/1988 (31 years old)  ,31.0,180.0,72.0,29000.0,0.0,98000.0,9.0,11.0,1.0,11.0,6.0,13.0,12.0,11.0,13.0,11.0,12.0,9.0,1.0,11.0,8.0,14.0,5.0,13.0,8.0,12.0,12.0,7.0,12.0,3.0,9.0,8.0,12.0,1.0,12.0,10.0,1.0,10.0,3.0,3.0,2.0,11.0,11.0,4.0,11.0,9.0,13.0,10.0,3.0,8.0,3.0,2.0,0,0,0,1,0,0,40.8,1497.63,1156.0,0,0,0,1,Aleksey Pustozerov
Ultimate Sports Ltd.,,,,,Valery Tskhovrebov,Yenisey,RUS, D (C)                               , 29/5/1989 (31 years old)  ,31.0,187.0,79.0,7500.0,0.0,96000.0,13.0,14.0,4.0,5.0,1.0,5.0,10.0,13.0,8.0,11.0,12.0,6.0,4.0,12.0,8.0,7.0,5.0,11.0,4.0,7.0,12.0,8.0,12.0,9.0,11.0,12.0,8.0,3.0,10.0,11.0,3.0,12.0,2.0,1.0,1.0,6.0,11.0,1.0,12.0,10.0,11.0,12.0,1.0,7.0,3.0,1.0,1,0,0,0,0,0,64.8,1497.63,1319.0,0,0,1,0,Valeriy Tskhovrebov
,,,,,Dmitry Kayumov,Other,RUS," DM, M/AM (C)                        ", 11/5/1992 (28 years old)  ,28.0,174.0,61.0,11500.0,0.0,95000.0,5.0,7.0,3.0,13.0,11.0,10.0,14.0,5.0,13.0,11.0,9.0,11.0,3.0,6.0,11.0,13.0,13.0,13.0,12.0,9.0,7.0,10.0,10.0,18.0,10.0,4.0,12.0,3.0,12.0,13.0,2.0,4.0,3.0,2.0,2.0,11.0,11.0,1.0,11.0,13.0,11.0,7.0,2.0,11.0,1.0,1.0,0,0,0,1,0,0,40.8,1497.63,1156.0,0,0,0,1,Dmitriy Kayumov
,,,,,Maxim Borisko,Baltika,RUS, GK                                  , 15/2/2000 (20 years old)  ,20.0,194.0,88.0,3800.0,0.0,93000.0,14.0,17.0,16.0,10.0,2.0,3.0,3.0,2.0,4.0,11.0,10.0,6.0,14.0,11.0,1.0,13.0,2.0,9.0,1.0,1.0,3.0,4.0,9.0,10.0,13.0,1.0,3.0,9.0,14.0,16.0,15.0,16.0,14.0,7.0,9.0,1.0,14.0,11.0,7.0,12.0,10.0,13.0,8.0,2.0,11.0,11.0,0,0,1,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Maksim Borisko
,,,,,Ilja Belous,Volgar,RUS, ST (C)                              , 1/1/1995 (25 years old)   ,25.0,187.0,81.0,3400.0,0.0,92000.0,8.0,13.0,3.0,9.0,9.0,13.0,11.0,6.0,12.0,12.0,10.0,8.0,2.0,7.0,6.0,10.0,13.0,11.0,6.0,8.0,8.0,8.0,10.0,10.0,11.0,13.0,10.0,1.0,9.0,11.0,1.0,12.0,1.0,1.0,2.0,8.0,11.0,3.0,9.0,6.0,10.0,12.0,3.0,12.0,2.0,3.0,0,0,0,0,1,0,64.8,1497.63,1156.0,0,1,0,0,Ilya Belous
,,,,,Svyatoslav Georgievskiy,SKA Khabarovsk,RUS, AM (RLC)                            , 21/8/1995 (24 years old)  ,24.0,177.0,72.0,4000.0,0.0,92000.0,8.0,8.0,3.0,10.0,7.0,9.0,13.0,6.0,14.0,10.0,8.0,5.0,3.0,6.0,7.0,11.0,17.0,10.0,7.0,4.0,6.0,7.0,11.0,7.0,11.0,5.0,13.0,1.0,13.0,12.0,2.0,8.0,2.0,1.0,1.0,11.0,12.0,2.0,9.0,12.0,7.0,6.0,3.0,7.0,4.0,2.0,0,0,0,1,0,0,64.8,1497.63,1268.0,0,0,0,1,Sviyatoslav Georgiyevskiy
,,,,,Alexandr Nosov,Shinnik,RUS," M (L), AM (RL)                      ", 6/6/1995 (25 years old)   ,25.0,172.0,60.0,4300.0,0.0,92000.0,5.0,6.0,2.0,9.0,7.0,10.0,11.0,7.0,11.0,10.0,10.0,10.0,4.0,6.0,7.0,7.0,9.0,11.0,10.0,5.0,4.0,10.0,10.0,7.0,9.0,6.0,11.0,1.0,14.0,13.0,2.0,4.0,2.0,2.0,2.0,11.0,10.0,1.0,13.0,14.0,10.0,10.0,3.0,11.0,2.0,3.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,0,1,Aleksandr Nosov
,,,,,Alexandr Bolonin,Volgar,RUS," M (L), AM (RLC)                     ", 4/3/1991 (29 years old)   ,29.0,170.0,69.0,2700.0,0.0,92000.0,8.0,6.0,2.0,8.0,8.0,12.0,12.0,12.0,13.0,9.0,8.0,11.0,2.0,7.0,10.0,12.0,10.0,10.0,9.0,8.0,13.0,10.0,10.0,4.0,12.0,8.0,12.0,2.0,11.0,12.0,2.0,7.0,3.0,2.0,1.0,11.0,11.0,1.0,10.0,13.0,10.0,9.0,4.0,9.0,2.0,1.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,0,1,Aleksandr Bolonin
,,,,,Alexandr Podbeltsev,Fakel,RUS," AM (R), ST (C)                      ", 15/3/1993 (27 years old)  ,27.0,186.0,79.0,3200.0,0.0,92000.0,5.0,10.0,2.0,6.0,2.0,7.0,14.0,5.0,12.0,7.0,11.0,4.0,1.0,8.0,7.0,11.0,11.0,12.0,7.0,7.0,1.0,6.0,8.0,3.0,11.0,8.0,14.0,2.0,14.0,13.0,3.0,8.0,1.0,4.0,1.0,14.0,8.0,1.0,10.0,13.0,9.0,6.0,2.0,14.0,3.0,1.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,0,1,Aleksandr Podbeltsev
,,,,,Maxim Maximov,Fakel,RUS, ST (C)                              , 4/11/1995 (24 years old)  ,24.0,190.0,84.0,3200.0,0.0,92000.0,7.0,14.0,2.0,8.0,10.0,8.0,11.0,6.0,10.0,8.0,10.0,5.0,2.0,7.0,9.0,7.0,6.0,8.0,6.0,6.0,11.0,5.0,9.0,10.0,8.0,7.0,10.0,2.0,11.0,12.0,3.0,13.0,4.0,1.0,3.0,12.0,12.0,2.0,12.0,10.0,8.0,9.0,1.0,12.0,2.0,1.0,0,0,0,0,1,0,64.8,1497.63,1156.0,0,0,0,1,Maksim Maximov
,,,,,Konstantin Scherbakov,Shinnik,RUS, D (RLC)                             , 20/3/1997 (23 years old)  ,23.0,178.0,72.0,5750.0,0.0,92000.0,13.0,9.0,3.0,5.0,7.0,5.0,5.0,10.0,9.0,11.0,12.0,4.0,1.0,12.0,13.0,10.0,5.0,12.0,5.0,10.0,13.0,6.0,14.0,13.0,10.0,11.0,11.0,2.0,11.0,11.0,2.0,8.0,3.0,2.0,2.0,9.0,11.0,1.0,13.0,12.0,14.0,13.0,4.0,5.0,3.0,2.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Konstantin Scherbakov
,,,,,Ilja Viznovich,Irtysh Omsk,RUS," M (L), AM (RL)                      ", 10/2/1998 (22 years old)  ,22.0,182.0,77.0,4400.0,0.0,92000.0,13.0,10.0,2.0,9.0,7.0,9.0,12.0,8.0,14.0,8.0,10.0,7.0,1.0,7.0,12.0,12.0,13.0,6.0,8.0,6.0,5.0,6.0,8.0,7.0,10.0,7.0,10.0,2.0,14.0,14.0,1.0,9.0,1.0,3.0,2.0,13.0,7.0,4.0,6.0,14.0,9.0,8.0,3.0,5.0,2.0,3.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,0,1,Ilya Viznovich
,,,,,Alexandr Yushin,Neftekhimik,RUS, M/AM (RL)                           , 4/4/1995 (25 years old)   ,25.0,179.0,69.0,3700.0,0.0,91000.0,9.0,7.0,4.0,9.0,8.0,7.0,14.0,6.0,13.0,9.0,9.0,8.0,1.0,8.0,5.0,10.0,12.0,9.0,10.0,5.0,11.0,8.0,9.0,4.0,11.0,7.0,14.0,3.0,13.0,14.0,3.0,7.0,1.0,2.0,1.0,13.0,7.0,1.0,10.0,14.0,12.0,6.0,2.0,12.0,1.0,2.0,0,0,0,0,0,1,64.8,1497.63,1156.0,0,0,0,1,Aleksandr Yushin
,,,,,Maxim Zhitnev,Other,RUS, ST (C)                              , 5/5/1990 (30 years old)   ,30.0,182.0,78.0,8000.0,0.0,89000.0,6.0,9.0,2.0,8.0,5.0,10.0,14.0,7.0,12.0,12.0,13.0,7.0,10.0,6.0,12.0,10.0,9.0,12.0,6.0,4.0,12.0,7.0,13.0,14.0,12.0,10.0,11.0,1.0,11.0,11.0,1.0,9.0,2.0,10.0,1.0,8.0,10.0,3.0,11.0,11.0,10.0,13.0,1.0,13.0,2.0,3.0,0,0,0,0,1,0,40.8,1497.63,1156.0,0,0,0,1,Maksim Zhitnev
,,,,,Ilja Vorotnikov,Krasnodar-3,RUS, AM (RL)                             , 11/2/2001 (19 years old)  ,19.0,164.0,61.0,3200.0,0.0,88000.0,14.0,6.0,3.0,9.0,7.0,9.0,13.0,8.0,12.0,9.0,7.0,8.0,2.0,8.0,6.0,13.0,10.0,10.0,11.0,7.0,5.0,10.0,6.0,1.0,8.0,9.0,14.0,1.0,13.0,11.0,2.0,4.0,1.0,3.0,3.0,15.0,9.0,2.0,7.0,12.0,9.0,7.0,3.0,10.0,3.0,1.0,0,0,0,0,0,1,40.8,1497.63,1156.0,0,0,1,0,Ilya Vorotnikov
,,,,,Alexandr Yeliseev,Veles,RUS, D/WB/M/AM (R)                       , 15/11/1991 (28 years old) ,28.0,183.0,77.0,3200.0,0.0,87000.0,8.0,10.0,2.0,9.0,5.0,9.0,12.0,7.0,11.0,13.0,8.0,5.0,3.0,9.0,10.0,10.0,13.0,10.0,9.0,10.0,8.0,5.0,9.0,15.0,9.0,7.0,10.0,3.0,12.0,12.0,1.0,10.0,1.0,2.0,3.0,10.0,10.0,1.0,11.0,12.0,12.0,8.0,1.0,9.0,1.0,2.0,0,1,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Aleksandr Yeliseev
,,,,,Maxim Martusevich,SKA Khabarovsk,RUS," DM, M (C)                           ", 7/3/1995 (25 years old)   ,25.0,179.0,76.0,4000.0,0.0,87000.0,10.0,11.0,4.0,10.0,11.0,10.0,10.0,12.0,11.0,12.0,10.0,8.0,2.0,12.0,2.0,12.0,9.0,12.0,8.0,13.0,8.0,10.0,10.0,18.0,9.0,11.0,12.0,3.0,10.0,11.0,1.0,11.0,3.0,1.0,1.0,9.0,11.0,1.0,10.0,10.0,11.0,12.0,3.0,7.0,1.0,3.0,0,0,0,1,0,0,64.8,1497.63,1268.0,0,0,0,1,Maksim Martusevich
Baku Football Agency,,,,,Maxim Batov,Textilschik Ivanovo,RUS," DM, M/AM (RC)                       ", 5/6/1992 (28 years old)   ,28.0,177.0,69.0,3200.0,0.0,86000.0,9.0,8.0,3.0,10.0,7.0,7.0,10.0,7.0,12.0,9.0,7.0,8.0,2.0,9.0,5.0,9.0,10.0,7.0,9.0,7.0,6.0,10.0,7.0,12.0,8.0,7.0,10.0,2.0,12.0,11.0,1.0,7.0,3.0,4.0,3.0,10.0,8.0,3.0,10.0,12.0,10.0,9.0,1.0,6.0,2.0,2.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Maksim Batov
,,,,,Danila Yemeljanov,Volgar,RUS, M/AM (RC)                           , 23/1/2000 (20 years old)  ,20.0,180.0,66.0,2600.0,0.0,86000.0,12.0,10.0,2.0,13.0,6.0,8.0,10.0,8.0,13.0,8.0,5.0,6.0,1.0,8.0,4.0,13.0,13.0,9.0,6.0,6.0,10.0,6.0,8.0,4.0,10.0,2.0,10.0,2.0,13.0,10.0,3.0,4.0,1.0,2.0,3.0,11.0,8.0,2.0,12.0,10.0,11.0,7.0,4.0,8.0,1.0,1.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Danila Yemeljanov
Islamnur Abdulavov,,https://img.a.transfermarkt.technology/portrait/small/285242-1553807568.png?lm=1,29,-,Islamnur Abdulavov,Other,RUS, ST (C)                              , 7/3/1994 (26 years old)   ,26.0,185.0,80.0,8750.0,0.0,84000.0,9.0,13.0,4.0,9.0,8.0,8.0,10.0,4.0,8.0,11.0,10.0,5.0,1.0,8.0,11.0,8.0,13.0,9.0,7.0,5.0,8.0,7.0,10.0,12.0,9.0,7.0,10.0,4.0,13.0,12.0,2.0,13.0,2.0,1.0,2.0,7.0,11.0,2.0,12.0,10.0,13.0,13.0,1.0,8.0,1.0,2.0,0,0,0,0,1,0,40.8,1497.63,1156.0,0,0,0,1,Islamnur Abdulavov
Sergey Breev,,https://img.a.transfermarkt.technology/portrait/small/146010-1635090467.png?lm=1,36,-,Sergey Breev,Orenburg,RUS," DM, M/AM (C)                        ", 22/4/1987 (33 years old)  ,33.0,179.0,71.0,12000.0,0.0,83000.0,14.0,8.0,2.0,7.0,5.0,13.0,11.0,8.0,8.0,13.0,9.0,4.0,3.0,10.0,5.0,11.0,10.0,14.0,6.0,9.0,6.0,4.0,14.0,12.0,13.0,7.0,9.0,4.0,11.0,10.0,3.0,7.0,3.0,2.0,1.0,8.0,12.0,1.0,10.0,11.0,11.0,13.0,1.0,9.0,2.0,3.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Sergey Breev
,,,,,Maxim Shiryaev,Neftekhimik,RUS, D (RC)                              , 13/7/1995 (25 years old)  ,25.0,192.0,79.0,3700.0,0.0,82000.0,14.0,13.0,3.0,1.0,1.0,6.0,5.0,10.0,2.0,6.0,7.0,1.0,3.0,12.0,4.0,6.0,7.0,6.0,5.0,13.0,4.0,3.0,8.0,15.0,13.0,9.0,7.0,3.0,13.0,12.0,2.0,12.0,2.0,3.0,1.0,1.0,7.0,2.0,11.0,11.0,7.0,9.0,1.0,5.0,2.0,3.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Maksim Shiryaev
,,,,,Dmitry Pletnev,Baltika,RUS," M (C), AM (RLC)                     ", 16/1/1998 (22 years old)  ,22.0,173.0,65.0,3100.0,0.0,81000.0,10.0,7.0,2.0,13.0,6.0,11.0,12.0,4.0,12.0,9.0,11.0,11.0,3.0,8.0,7.0,13.0,14.0,11.0,11.0,6.0,5.0,13.0,11.0,7.0,10.0,6.0,11.0,1.0,11.0,11.0,3.0,6.0,2.0,3.0,4.0,12.0,10.0,2.0,10.0,15.0,11.0,9.0,1.0,8.0,3.0,1.0,0,0,0,1,0,0,64.8,1497.63,1156.0,0,0,0,1,Dmitriy Pletnev
,,,,,Artemy Maleev,SKA Khabarovsk,RUS, M/AM (C)                            , 4/5/1991 (29 years old)   ,29.0,180.0,73.0,4000.0,0.0,81000.0,11.0,10.0,2.0,10.0,7.0,11.0,12.0,9.0,12.0,10.0,10.0,10.0,3.0,10.0,12.0,12.0,12.0,7.0,8.0,10.0,12.0,10.0,7.0,5.0,8.0,9.0,11.0,4.0,11.0,12.0,1.0,9.0,2.0,3.0,2.0,11.0,10.0,2.0,11.0,11.0,10.0,11.0,2.0,8.0,1.0,1.0,0,0,0,1,0,0,64.8,1497.63,1268.0,0,0,0,1,Artemiy Maleev
,,,,,Vitaly Stezhko,Krasnodar-2,RUS, D (C)                               , 29/1/1997 (23 years old)  ,23.0,189.0,77.0,3200.0,0.0,80000.0,8.0,13.0,2.0,6.0,11.0,8.0,6.0,13.0,10.0,9.0,10.0,8.0,1.0,9.0,8.0,10.0,6.0,8.0,13.0,12.0,8.0,9.0,8.0,16.0,7.0,11.0,12.0,1.0,12.0,11.0,2.0,11.0,3.0,1.0,3.0,11.0,9.0,1.0,12.0,9.0,8.0,12.0,3.0,7.0,3.0,2.0,1,0,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Vitaliy Stezhko
David Mildzikhov,,https://img.a.transfermarkt.technology/portrait/small/378820-1545252592.png?lm=1,29,-,David Mildzikhov,Tom,RUS, D (RL)                              , 8/6/1994 (26 years old)   ,26.0,182.0,75.0,2800.0,0.0,78000.0,11.0,10.0,2.0,7.0,9.0,7.0,10.0,11.0,10.0,13.0,7.0,5.0,3.0,13.0,8.0,11.0,6.0,11.0,9.0,11.0,10.0,9.0,9.0,11.0,9.0,11.0,9.0,1.0,11.0,12.0,2.0,10.0,3.0,2.0,2.0,10.0,12.0,3.0,12.0,12.0,13.0,12.0,3.0,6.0,1.0,2.0,0,1,0,0,0,0,64.8,1497.63,1252.0,0,0,0,1,David Mildzikhov
,,,,,Evgeny Kobozev,Other,RUS, GK                                  , 11/1/1990 (30 years old)  ,30.0,188.0,81.0,1200.0,0.0,76000.0,8.0,12.0,11.0,10.0,2.0,2.0,3.0,1.0,6.0,11.0,11.0,9.0,14.0,11.0,3.0,12.0,3.0,11.0,2.0,3.0,11.0,6.0,11.0,10.0,11.0,1.0,6.0,11.0,7.0,6.0,11.0,12.0,11.0,13.0,12.0,3.0,13.0,10.0,8.0,12.0,10.0,10.0,10.0,3.0,11.0,10.0,0,0,1,0,0,0,54.3,1497.63,1156.0,0,0,0,1,Evgeniy Kobozev
,,,,,Victor Svezhov,Other,RUS, M/AM (C)                            , 17/5/1991 (29 years old)  ,29.0,176.0,77.0,5500.0,0.0,76000.0,11.0,9.0,1.0,10.0,8.0,11.0,13.0,10.0,13.0,12.0,11.0,10.0,3.0,11.0,11.0,11.0,12.0,11.0,9.0,10.0,11.0,12.0,9.0,11.0,12.0,11.0,13.0,2.0,11.0,10.0,4.0,9.0,2.0,3.0,1.0,10.0,10.0,4.0,9.0,9.0,10.0,10.0,3.0,9.0,1.0,3.0,0,0,0,1,0,0,40.8,1497.63,1156.0,0,0,0,1,Viktor Svezhov
,,,,,Alexandr Korotaev,Other,RUS," AM (RL), ST (C)                     ", 15/7/1992 (28 years old)  ,28.0,169.0,62.0,8000.0,0.0,74000.0,13.0,6.0,3.0,10.0,5.0,7.0,10.0,9.0,11.0,12.0,12.0,6.0,3.0,7.0,13.0,10.0,11.0,10.0,7.0,4.0,7.0,7.0,11.0,13.0,10.0,6.0,11.0,2.0,12.0,12.0,3.0,5.0,1.0,4.0,3.0,10.0,10.0,1.0,10.0,13.0,11.0,11.0,1.0,10.0,3.0,1.0,0,0,0,0,0,1,40.8,1497.63,1156.0,0,0,0,1,Aleksandr Korotaev
,,,,,Maxim Matyusha,Shinnik,RUS, GK                                  , 4/2/1995 (25 years old)   ,25.0,190.0,82.0,3700.0,0.0,69000.0,9.0,15.0,11.0,7.0,2.0,3.0,3.0,1.0,7.0,11.0,11.0,8.0,14.0,9.0,2.0,10.0,3.0,8.0,3.0,3.0,5.0,3.0,12.0,13.0,10.0,4.0,3.0,9.0,9.0,10.0,13.0,15.0,11.0,10.0,13.0,1.0,16.0,9.0,10.0,9.0,10.0,11.0,9.0,2.0,11.0,7.0,0,0,1,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Maksim Matyusha
Gold Star Sports,,,,,Alexey Smirnov,Textilschik Ivanovo,RUS, GK                                  , 15/4/1994 (26 years old)  ,26.0,191.0,80.0,3200.0,0.0,69000.0,5.0,11.0,15.0,4.0,3.0,3.0,2.0,2.0,5.0,9.0,6.0,7.0,9.0,12.0,3.0,9.0,2.0,9.0,3.0,2.0,13.0,4.0,10.0,8.0,11.0,1.0,5.0,9.0,13.0,14.0,14.0,6.0,7.0,14.0,5.0,3.0,6.0,9.0,3.0,15.0,8.0,13.0,14.0,2.0,8.0,9.0,0,0,1,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Aleksey Smirnov
,,,,,Vitaly Kalenkovich,Other,RUS, D/WB (RL)                           , 3/3/1993 (27 years old)   ,27.0,178.0,79.0,625.0,0.0,68000.0,10.0,8.0,3.0,8.0,7.0,10.0,11.0,10.0,7.0,8.0,12.0,10.0,2.0,9.0,4.0,9.0,8.0,12.0,9.0,10.0,14.0,8.0,9.0,10.0,13.0,9.0,10.0,2.0,13.0,12.0,3.0,9.0,3.0,1.0,2.0,9.0,11.0,4.0,11.0,9.0,12.0,10.0,3.0,5.0,2.0,3.0,0,1,0,0,0,0,40.8,1497.63,1156.0,0,0,0,1,Vitaliy Kalenkovich
,,,,,Alexey Berdnikov,Volgar,RUS, D/WB (R)                            , 30/3/1996 (24 years old)  ,24.0,176.0,67.0,2100.0,0.0,68000.0,5.0,8.0,3.0,5.0,7.0,3.0,8.0,13.0,9.0,9.0,8.0,1.0,2.0,8.0,3.0,9.0,5.0,10.0,11.0,9.0,7.0,4.0,13.0,8.0,14.0,10.0,9.0,2.0,14.0,14.0,3.0,6.0,1.0,3.0,1.0,11.0,12.0,2.0,12.0,14.0,13.0,8.0,4.0,4.0,2.0,3.0,0,1,0,0,0,0,64.8,1497.63,1156.0,0,0,0,1,Aleksey Berdnikov
