name,club,nat,position,dob,age,height,weight,wage,last trans. fee,value,agg,jum,pun,vis,l th,lon,otb,tck,tec,tea,cmp,fre,ref,pos,pen,pas,fla,ant,cro,mar,ldr,cor,cnt,det,dec,hea,fir,com,acc,pac,aer,str,thr,han,ecc,dri,bal,kic,sta,agi,wor,bra,cmd,fin,1v1,tro,centerback,fullback,goalkeeper,midfielder,striker,winger,division_rating,nat_rating,club_rating,either_left,either_right,left,right,current_age,kor_names
Seo Jong-Min,Eintracht Frankfurt,KOR, AM (RLC)                             ,2002-05-09,18.0,182.0,72.0,2800.0,0.0,39000.0,13.0,7.0,2.0,13.0,7.0,13.0,13.0,9.0,13.0,9.0,8.0,8.0,1.0,8.0,7.0,12.0,13.0,10.0,7.0,6.0,3.0,8.0,8.0,13.0,6.0,7.0,13.0,3.0,10.0,11.0,1.0,5.0,1.0,1.0,1.0,12.0,9.0,3.0,6.0,13.0,10.0,8.0,3.0,10.0,2.0,3.0,0,0,0,1,0,0,90.3,1540.35,1695.0,0,0,1,0,21,Seo Jong-Min
Hong Hyun-Seok,LASK,KOR," DM, M (C)                            ",1999-06-16,21.0,177.0,68.0,2600.0,0.0,37000.0,5.0,9.0,2.0,15.0,7.0,11.0,10.0,15.0,12.0,10.0,9.0,8.0,1.0,9.0,3.0,12.0,6.0,11.0,6.0,9.0,9.0,8.0,10.0,6.0,9.0,8.0,10.0,2.0,8.0,10.0,3.0,11.0,2.0,1.0,3.0,9.0,10.0,3.0,8.0,10.0,13.0,8.0,3.0,5.0,2.0,2.0,0,0,0,1,0,0,75.3,1540.35,1476.0,0,0,1,0,24,홍주 씨
Hwang Jae-Hwan,1. FC Köln II,KOR," M (C), AM (RC)                       ",2001-04-12,19.0,170.0,59.0,2600.0,0.0,29500.0,10.0,5.0,1.0,9.0,3.0,11.0,9.0,4.0,13.0,9.0,8.0,12.0,2.0,5.0,7.0,12.0,15.0,8.0,9.0,4.0,6.0,9.0,8.0,13.0,8.0,6.0,13.0,3.0,14.0,12.0,1.0,4.0,1.0,1.0,2.0,14.0,7.0,3.0,8.0,15.0,7.0,7.0,2.0,10.0,1.0,2.0,0,0,0,1,0,0,62.1,1540.35,1156.0,0,0,0,1,22,황 재완
Lee Seung-Won,Rödinghausen,KOR," WB (R), DM, M (C)                    ",1997-04-20,23.0,176.0,64.0,2600.0,0.0,29000.0,10.0,8.0,1.0,9.0,5.0,6.0,7.0,12.0,13.0,8.0,7.0,5.0,4.0,8.0,7.0,10.0,5.0,8.0,9.0,9.0,3.0,7.0,7.0,7.0,14.0,7.0,14.0,1.0,14.0,14.0,3.0,6.0,2.0,1.0,2.0,8.0,8.0,1.0,6.0,14.0,11.0,3.0,3.0,7.0,3.0,1.0,0,1,0,0,0,0,62.1,1540.35,1156.0,0,0,0,1,26,이승원
Ahn June-Huyk,Villarreal B,KOR, AM (RL)                              ,1999-07-30,20.0,171.0,67.0,1500.0,0.0,26500.0,5.0,1.0,1.0,6.0,3.0,8.0,8.0,6.0,9.0,7.0,4.0,4.0,2.0,6.0,2.0,10.0,12.0,9.0,11.0,6.0,9.0,7.0,8.0,14.0,13.0,6.0,13.0,3.0,13.0,13.0,2.0,4.0,1.0,2.0,1.0,13.0,6.0,3.0,13.0,13.0,8.0,5.0,1.0,8.0,4.0,3.0,0,0,0,0,0,1,77.3,1540.35,1156.0,0,0,1,0,24,jun- 히크
Chung Sung-won,Vit. Guimarães B,KOR," DM, M (C)                            ",2001-01-29,19.0,173.0,65.0,1500.0,0.0,25000.0,11.0,7.0,1.0,11.0,5.0,10.0,7.0,9.0,11.0,9.0,6.0,7.0,1.0,9.0,3.0,10.0,5.0,7.0,6.0,9.0,4.0,7.0,9.0,19.0,13.0,7.0,13.0,2.0,11.0,13.0,1.0,7.0,2.0,3.0,2.0,5.0,9.0,3.0,8.0,14.0,9.0,8.0,3.0,8.0,1.0,3.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,22,정
Kim Jung-Min,Vit. Guimarães B,KOR, M (C)                                ,1999-11-13,20.0,184.0,76.0,4200.0,0.0,14250.0,6.0,12.0,1.0,8.0,9.0,8.0,10.0,11.0,12.0,11.0,8.0,6.0,2.0,10.0,8.0,13.0,11.0,8.0,6.0,11.0,3.0,7.0,11.0,12.0,8.0,9.0,11.0,1.0,12.0,13.0,2.0,9.0,2.0,2.0,2.0,9.0,10.0,1.0,11.0,11.0,12.0,9.0,2.0,7.0,1.0,2.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,24,김정민
Beak Se-Hyun,Other,KOR," DM, M (RC)                           ",2001-09-07,18.0,177.0,70.0,1100.0,0.0,13500.0,11.0,9.0,2.0,7.0,5.0,7.0,8.0,9.0,8.0,12.0,7.0,6.0,3.0,9.0,3.0,9.0,6.0,8.0,8.0,7.0,7.0,5.0,14.0,11.0,7.0,6.0,8.0,4.0,10.0,11.0,1.0,9.0,2.0,1.0,1.0,6.0,11.0,2.0,11.0,10.0,15.0,8.0,2.0,4.0,1.0,1.0,0,0,0,1,0,0,58.7,1540.35,1156.0,0,0,0,1,22,부리 세현
Baik Seongheon,Other,KOR, ST (C)                               ,1999-04-16,21.0,186.0,78.0,2600.0,0.0,11500.0,15.0,10.0,1.0,9.0,1.0,6.0,10.0,2.0,10.0,14.0,8.0,8.0,3.0,9.0,5.0,9.0,12.0,9.0,8.0,6.0,14.0,8.0,9.0,12.0,7.0,10.0,11.0,3.0,12.0,13.0,3.0,7.0,2.0,3.0,3.0,10.0,15.0,1.0,11.0,12.0,14.0,13.0,2.0,9.0,2.0,2.0,0,0,0,0,1,0,40.8,1540.35,1156.0,0,0,0,1,24,Baik Seongheon
Kang Joon-Mo,Dresden,KOR," M (RL), AM (LC)                      ",2002-02-08,18.0,183.0,71.0,1500.0,0.0,8000.0,13.0,8.0,3.0,6.0,3.0,3.0,9.0,7.0,11.0,8.0,8.0,6.0,1.0,6.0,4.0,11.0,10.0,5.0,9.0,4.0,9.0,7.0,4.0,9.0,13.0,1.0,12.0,2.0,13.0,12.0,1.0,4.0,1.0,1.0,2.0,8.0,7.0,3.0,8.0,11.0,13.0,3.0,4.0,8.0,2.0,2.0,0,0,0,0,0,1,70.0,1540.35,1156.0,0,0,0,1,21,강준 모
Jeong Eun-Sa,Hannover 96 II,KOR, M (RC)                               ,2001-06-06,19.0,168.0,61.0,1900.0,0.0,7000.0,11.0,2.0,3.0,9.0,1.0,9.0,9.0,7.0,13.0,8.0,6.0,7.0,2.0,9.0,4.0,7.0,6.0,9.0,7.0,9.0,8.0,4.0,8.0,6.0,8.0,1.0,14.0,1.0,14.0,14.0,2.0,2.0,2.0,1.0,3.0,9.0,8.0,1.0,7.0,14.0,12.0,6.0,4.0,8.0,2.0,3.0,0,0,0,1,0,0,62.1,1540.35,1156.0,0,0,0,1,22,정 이사
Yun Ji-Hwan,Duisburg,KOR," M (RLC), AM (C)                      ",2002-05-07,18.0,167.0,58.0,1500.0,0.0,5500.0,11.0,5.0,1.0,8.0,1.0,8.0,6.0,6.0,12.0,8.0,7.0,6.0,2.0,3.0,4.0,8.0,13.0,9.0,6.0,6.0,4.0,6.0,3.0,6.0,8.0,5.0,12.0,4.0,14.0,14.0,3.0,1.0,2.0,3.0,2.0,8.0,7.0,3.0,9.0,14.0,12.0,7.0,2.0,6.0,2.0,3.0,0,0,0,1,0,0,70.0,1540.35,1156.0,0,0,0,1,21,Yun Ji-Hwan
Jinyoung Yuk,Sacavenense,KOR, AM (L)                               ,2001-09-13,18.0,174.0,69.0,425.0,0.0,3500.0,7.0,6.0,3.0,7.0,6.0,9.0,7.0,7.0,10.0,9.0,5.0,4.0,1.0,7.0,4.0,9.0,13.0,5.0,10.0,4.0,5.0,7.0,6.0,15.0,12.0,6.0,13.0,4.0,14.0,14.0,3.0,5.0,1.0,2.0,2.0,9.0,9.0,1.0,9.0,14.0,13.0,8.0,3.0,8.0,3.0,3.0,0,0,0,0,0,1,40.8,1540.35,1156.0,0,0,1,0,22,Jinyoung Yuk
Kang Hyo-Shin,Langreo,KOR," M (R), AM (RC)                       ",1998-08-14,21.0,174.0,71.0,1300.0,0.0,3500.0,13.0,7.0,1.0,4.0,6.0,8.0,8.0,5.0,11.0,7.0,7.0,6.0,1.0,5.0,4.0,8.0,11.0,9.0,7.0,4.0,14.0,6.0,7.0,4.0,8.0,6.0,12.0,3.0,13.0,13.0,1.0,3.0,3.0,2.0,2.0,13.0,6.0,1.0,3.0,13.0,8.0,4.0,2.0,6.0,3.0,4.0,0,0,0,0,0,1,77.3,1540.35,1156.0,0,0,0,1,25,강 하이오-
Lim Seung-Jae,Walldorf,KOR, ST (C)                               ,2002-02-13,18.0,175.0,67.0,750.0,0.0,1200.0,5.0,8.0,1.0,4.0,2.0,1.0,13.0,1.0,6.0,5.0,10.0,5.0,1.0,5.0,4.0,2.0,6.0,10.0,3.0,3.0,9.0,5.0,5.0,16.0,7.0,13.0,6.0,2.0,13.0,12.0,1.0,6.0,1.0,2.0,1.0,9.0,2.0,1.0,11.0,12.0,6.0,5.0,2.0,10.0,3.0,3.0,0,0,0,0,1,0,62.1,1540.35,1156.0,0,0,0,1,21,임승장
Pak Sang Min,Leioa,KOR, M/AM (C)                             ,1999-04-14,21.0,183.0,74.0,230.0,0.0,1000.0,11.0,5.0,1.0,10.0,1.0,6.0,4.0,6.0,7.0,6.0,4.0,3.0,3.0,6.0,1.0,8.0,7.0,9.0,1.0,6.0,10.0,3.0,5.0,10.0,12.0,3.0,12.0,3.0,12.0,11.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,2.0,12.0,9.0,11.0,1.0,3.0,6.0,2.0,1.0,0,0,0,1,0,0,77.3,1540.35,1156.0,0,0,0,1,24,Pak Sang Min
Hong Yun-Sang,VfL Wolfsburg,KOR, ST (C)                               ,2002-03-19,18.0,177.0,68.0,9.0,0.0,500.0,7.0,3.0,1.0,4.0,1.0,2.0,13.0,3.0,6.0,4.0,9.0,4.0,1.0,5.0,4.0,4.0,7.0,7.0,2.0,3.0,2.0,3.0,2.0,12.0,12.0,9.0,10.0,1.0,13.0,13.0,2.0,7.0,3.0,1.0,1.0,13.0,3.0,3.0,3.0,12.0,5.0,4.0,3.0,9.0,2.0,1.0,0,0,0,0,1,0,90.3,1540.35,1626.0,0,0,0,1,21,홍 얀-산
Lee Seungjun,Sacavenense,KOR, D/WB (R)                             ,2000-02-18,20.0,173.0,65.0,2400.0,0.0,475.0,6.0,8.0,1.0,9.0,6.0,2.0,7.0,13.0,10.0,9.0,9.0,1.0,3.0,11.0,7.0,8.0,8.0,10.0,6.0,10.0,3.0,1.0,8.0,7.0,8.0,9.0,8.0,1.0,10.0,13.0,2.0,7.0,3.0,1.0,3.0,8.0,9.0,3.0,13.0,15.0,9.0,9.0,2.0,5.0,2.0,2.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,23,리 승잔
Cho Wan,Câmara de Lobos,KOR," M (R), AM (RC)                       ",2001-03-04,19.0,175.0,64.0,1100.0,0.0,400.0,5.0,6.0,4.0,6.0,4.0,7.0,10.0,4.0,13.0,13.0,7.0,8.0,2.0,6.0,3.0,9.0,12.0,8.0,9.0,4.0,5.0,8.0,10.0,12.0,7.0,5.0,11.0,1.0,12.0,11.0,1.0,5.0,2.0,1.0,3.0,12.0,7.0,4.0,8.0,13.0,11.0,8.0,2.0,8.0,1.0,2.0,0,0,0,0,0,1,40.8,1540.35,1156.0,0,0,0,1,22,조 완
Kim Shin-young,FC Admira Wacker Mödling,KOR, M/AM (R)                             ,2003-11-27,16.0,185.0,67.0,250.0,0.0,375.0,13.0,7.0,2.0,6.0,4.0,6.0,5.0,5.0,11.0,6.0,5.0,5.0,2.0,3.0,2.0,10.0,11.0,3.0,9.0,2.0,11.0,8.0,2.0,4.0,6.0,1.0,13.0,2.0,13.0,13.0,2.0,3.0,2.0,1.0,2.0,7.0,2.0,2.0,7.0,13.0,10.0,7.0,2.0,6.0,1.0,3.0,0,0,0,0,0,1,75.3,1540.35,1256.0,0,0,0,1,20,킴 신영
Yang Sena,Ac. Viseu,KOR," DM, M (C)                            ",1999-01-30,21.0,179.0,71.0,1700.0,0.0,275.0,12.0,5.0,1.0,11.0,2.0,7.0,8.0,14.0,10.0,8.0,7.0,7.0,3.0,13.0,5.0,12.0,5.0,7.0,6.0,9.0,7.0,4.0,8.0,17.0,14.0,7.0,14.0,2.0,9.0,9.0,2.0,6.0,2.0,2.0,2.0,6.0,4.0,2.0,7.0,9.0,12.0,8.0,2.0,5.0,2.0,1.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,24,양 세나
Kang-Min Choi,Casa Pia,KOR, M (C)                                ,2002-04-24,18.0,176.0,69.0,1700.0,0.0,275.0,7.0,4.0,1.0,8.0,1.0,10.0,6.0,5.0,8.0,7.0,8.0,4.0,3.0,6.0,1.0,10.0,6.0,6.0,4.0,11.0,10.0,2.0,6.0,3.0,13.0,6.0,13.0,1.0,13.0,9.0,2.0,6.0,2.0,3.0,3.0,4.0,7.0,2.0,11.0,7.0,9.0,7.0,3.0,7.0,2.0,3.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,21,강광 선
Kim Dong-woo,Offenbach,KOR," M (C), AM (LC)                       ",2003-12-31,16.0,180.0,63.0,250.0,0.0,230.0,10.0,4.0,2.0,9.0,2.0,5.0,7.0,3.0,5.0,5.0,2.0,1.0,3.0,3.0,3.0,5.0,9.0,3.0,4.0,1.0,9.0,2.0,2.0,14.0,6.0,1.0,8.0,3.0,12.0,12.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,12.0,9.0,3.0,3.0,5.0,3.0,1.0,0,0,0,1,0,0,62.1,1540.35,1156.0,0,0,0,1,19,김 동우
Park Joonha,Sacavenense,KOR, ST (C)                               ,2000-11-22,19.0,190.0,80.0,65.0,0.0,190.0,10.0,12.0,1.0,7.0,3.0,7.0,10.0,6.0,8.0,12.0,11.0,4.0,1.0,6.0,4.0,10.0,11.0,8.0,7.0,6.0,4.0,4.0,11.0,9.0,7.0,10.0,10.0,2.0,8.0,9.0,3.0,9.0,3.0,3.0,1.0,8.0,12.0,2.0,9.0,7.0,12.0,11.0,3.0,9.0,2.0,2.0,0,0,0,0,1,0,40.8,1540.35,1156.0,0,0,0,1,23,박 요나
Kim Tae-Ho,Offenbach,KOR," D (LC), DM                           ",2002-02-12,18.0,188.0,80.0,475.0,0.0,160.0,14.0,7.0,1.0,5.0,2.0,4.0,4.0,12.0,5.0,5.0,5.0,4.0,1.0,12.0,1.0,6.0,5.0,5.0,1.0,6.0,10.0,3.0,4.0,16.0,11.0,12.0,6.0,2.0,7.0,8.0,3.0,6.0,1.0,2.0,4.0,4.0,5.0,2.0,4.0,7.0,6.0,7.0,3.0,2.0,3.0,2.0,1,0,0,0,0,0,62.1,1540.35,1156.0,0,0,1,0,21,킴 태호
Cho Seongchan,Other,KOR, D (RL)                               ,1997-03-15,23.0,165.0,66.0,9.0,0.0,110.0,10.0,5.0,3.0,7.0,9.0,7.0,8.0,10.0,7.0,10.0,8.0,4.0,2.0,9.0,4.0,8.0,8.0,9.0,7.0,8.0,4.0,6.0,10.0,7.0,5.0,5.0,8.0,3.0,11.0,10.0,3.0,5.0,2.0,3.0,3.0,6.0,10.0,1.0,8.0,10.0,10.0,11.0,3.0,6.0,2.0,1.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,26,초현찬
Park Hyun-Joon,Other,KOR," AM (R), ST (C)                       ",2001-05-03,19.0,178.0,69.0,9.0,0.0,110.0,7.0,4.0,1.0,6.0,1.0,5.0,9.0,4.0,9.0,3.0,8.0,7.0,1.0,8.0,7.0,10.0,8.0,6.0,10.0,5.0,13.0,7.0,5.0,16.0,11.0,14.0,12.0,3.0,14.0,14.0,3.0,5.0,3.0,3.0,2.0,12.0,8.0,2.0,7.0,14.0,5.0,5.0,1.0,13.0,1.0,1.0,0,0,0,0,0,1,40.8,1540.35,1156.0,0,0,0,1,22,박천준
Tak Teu-in,Other,KOR, M (C)                                ,1996-03-25,24.0,183.0,77.0,9.0,0.0,110.0,6.0,9.0,1.0,8.0,5.0,10.0,7.0,7.0,10.0,7.0,9.0,6.0,2.0,8.0,4.0,12.0,5.0,8.0,4.0,9.0,7.0,6.0,7.0,11.0,14.0,6.0,13.0,2.0,13.0,10.0,2.0,6.0,3.0,1.0,1.0,7.0,7.0,3.0,6.0,10.0,11.0,7.0,4.0,6.0,3.0,1.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,27,Tak teu-in
Kim Yea-il,Other,KOR, AM (RLC)                             ,1996-01-24,24.0,171.0,63.0,9.0,0.0,110.0,6.0,5.0,2.0,5.0,2.0,6.0,10.0,4.0,10.0,9.0,8.0,6.0,2.0,3.0,6.0,9.0,12.0,6.0,9.0,3.0,4.0,5.0,5.0,14.0,5.0,5.0,8.0,3.0,13.0,13.0,1.0,2.0,2.0,3.0,3.0,10.0,8.0,3.0,11.0,13.0,11.0,10.0,1.0,8.0,1.0,1.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,27,Kim Yea-Il
Kim Seong-Kye,Hamburger SV III,KOR, AM (RL)                              ,1995-12-26,24.0,176.0,71.0,325.0,0.0,110.0,5.0,3.0,2.0,7.0,1.0,7.0,11.0,3.0,10.0,2.0,8.0,7.0,2.0,2.0,3.0,7.0,15.0,7.0,7.0,2.0,12.0,5.0,4.0,15.0,3.0,3.0,9.0,2.0,13.0,12.0,2.0,3.0,1.0,1.0,3.0,10.0,5.0,2.0,7.0,11.0,4.0,6.0,3.0,4.0,1.0,2.0,0,0,0,0,0,1,40.8,1540.35,1156.0,0,0,0,1,27,김씨 키
Lee Dongwook,Other,KOR," DM, M (C)                            ",1996-10-27,23.0,178.0,68.0,9.0,0.0,110.0,8.0,8.0,3.0,6.0,1.0,7.0,6.0,5.0,6.0,6.0,7.0,5.0,1.0,8.0,3.0,4.0,5.0,9.0,5.0,7.0,5.0,3.0,7.0,15.0,14.0,5.0,10.0,1.0,14.0,10.0,4.0,4.0,1.0,2.0,2.0,2.0,6.0,3.0,4.0,11.0,8.0,6.0,1.0,6.0,3.0,2.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,27,이 동복
Chico,ATG,KOR, AM (LC)                      ,1991-05-16,29.0,174.0,69.0,15000.0,0.0,525000.0,8.0,8.0,3.0,13.0,7.0,12.0,13.0,8.0,13.0,13.0,12.0,13.0,2.0,10.0,12.0,13.0,10.0,11.0,12.0,7.0,8.0,14.0,11.0,13.0,12.0,9.0,12.0,3.0,13.0,13.0,3.0,8.0,2.0,1.0,1.0,13.0,12.0,1.0,13.0,13.0,12.0,10.0,3.0,11.0,1.0,1.0,0,0,0,1,0,0,86.2,1540.35,1620.0,0,0,0,1,32,치코
Jang Heemang,Other,KOR, D (C)                        ,1992-03-07,28.0,190.0,83.0,9.0,0.0,110.0,10.0,14.0,3.0,6.0,7.0,8.0,6.0,11.0,6.0,13.0,9.0,4.0,1.0,11.0,6.0,10.0,5.0,9.0,4.0,11.0,4.0,3.0,8.0,11.0,13.0,10.0,9.0,2.0,9.0,9.0,1.0,13.0,1.0,3.0,1.0,4.0,12.0,1.0,13.0,9.0,12.0,10.0,2.0,7.0,3.0,3.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,1,0,31,장 하마
Kim Min-Jae,Beijing,KOR, D (C)                          ,1996-11-15,23.0,189.0,88.0,168000.0,5250000.0,9250000.0,10.0,15.0,2.0,9.0,4.0,7.0,9.0,14.0,11.0,11.0,11.0,2.0,3.0,13.0,9.0,12.0,6.0,11.0,2.0,13.0,12.0,3.0,10.0,10.0,11.0,15.0,11.0,2.0,14.0,14.0,1.0,15.0,3.0,2.0,2.0,6.0,14.0,1.0,14.0,10.0,13.0,9.0,1.0,7.0,1.0,1.0,1,0,0,0,0,0,67.5,1540.35,1439.0,0,0,0,1,27,김민 재
Son Jun-Ho,Shandong,KOR," DM, M (C)                      ",1992-05-12,28.0,178.0,62.0,156000.0,4400000.0,7750000.0,19.0,10.0,2.0,15.0,7.0,11.0,15.0,12.0,11.0,12.0,10.0,11.0,1.0,11.0,9.0,13.0,13.0,11.0,9.0,11.0,12.0,8.0,11.0,12.0,10.0,9.0,12.0,3.0,12.0,13.0,2.0,11.0,3.0,3.0,3.0,11.0,12.0,1.0,15.0,13.0,15.0,14.0,4.0,10.0,3.0,1.0,0,0,0,1,0,0,67.5,1540.35,1444.0,0,0,0,1,31,아들 준호
Park Ji-Su,Guangzhou,KOR, D (C)                          ,1994-06-13,26.0,187.0,70.0,138000.0,1700000.0,6250000.0,13.0,13.0,3.0,10.0,4.0,4.0,10.0,14.0,9.0,12.0,11.0,4.0,2.0,13.0,4.0,10.0,5.0,11.0,3.0,14.0,12.0,3.0,11.0,12.0,11.0,13.0,9.0,1.0,13.0,13.0,2.0,14.0,4.0,1.0,1.0,10.0,14.0,1.0,14.0,11.0,13.0,12.0,1.0,6.0,1.0,3.0,1,0,0,0,0,0,67.5,1540.35,1401.0,0,0,0,1,29,파크 ji-su
Kim Shin-Wook,SH Shenhua,KOR, ST (C)                         ,1988-04-14,32.0,196.0,93.0,155000.0,0.0,4900000.0,10.0,17.0,3.0,12.0,5.0,10.0,13.0,5.0,11.0,11.0,12.0,10.0,2.0,10.0,12.0,9.0,10.0,12.0,8.0,5.0,10.0,6.0,13.0,15.0,12.0,17.0,13.0,3.0,9.0,10.0,1.0,16.0,1.0,2.0,3.0,11.0,13.0,1.0,14.0,8.0,11.0,10.0,1.0,12.0,2.0,1.0,0,0,0,0,1,0,67.5,1540.35,1389.0,0,0,0,1,35,킴 신원
Koo Ja-Cheol,Other,KOR, M/AM (C)                       ,1989-02-27,31.0,183.0,78.0,242000.0,0.0,4100000.0,14.0,9.0,2.0,14.0,5.0,14.0,11.0,8.0,17.0,15.0,15.0,12.0,2.0,9.0,12.0,14.0,15.0,12.0,13.0,7.0,10.0,13.0,10.0,8.0,12.0,9.0,16.0,3.0,10.0,10.0,3.0,9.0,2.0,1.0,3.0,14.0,12.0,3.0,13.0,15.0,14.0,7.0,3.0,12.0,1.0,1.0,0,0,0,1,0,0,62.6,1540.35,1156.0,0,1,0,0,34,KOO JA-Cheol
Jung Woo-Young,Other,KOR," D (C), DM, M (C)               ",1989-12-14,30.0,186.0,78.0,84500.0,0.0,3700000.0,8.0,12.0,2.0,14.0,10.0,13.0,12.0,14.0,11.0,12.0,11.0,15.0,3.0,12.0,11.0,13.0,10.0,12.0,11.0,12.0,9.0,14.0,13.0,4.0,12.0,9.0,12.0,2.0,11.0,11.0,3.0,11.0,3.0,3.0,3.0,10.0,11.0,1.0,14.0,12.0,13.0,13.0,3.0,12.0,1.0,3.0,1,0,0,0,0,0,62.6,1540.35,1156.0,0,0,0,1,33,정우영
Kim Jin-Su,Al-Nassr (KSA),KOR, D/WB (L)                       ,1992-06-13,28.0,176.0,67.0,86500.0,0.0,2800000.0,17.0,10.0,2.0,9.0,15.0,9.0,11.0,14.0,12.0,16.0,10.0,15.0,1.0,11.0,8.0,12.0,7.0,11.0,13.0,14.0,8.0,11.0,11.0,14.0,10.0,8.0,13.0,2.0,14.0,14.0,3.0,8.0,3.0,3.0,2.0,14.0,11.0,2.0,15.0,15.0,14.0,14.0,3.0,7.0,3.0,2.0,0,1,0,0,0,0,40.8,1540.35,1156.0,0,0,1,0,31,김진-
Jang Hyun-Soo,Al-Hilal (KSA),KOR, D (C)                          ,1991-09-28,28.0,186.0,79.0,87500.0,0.0,2700000.0,9.0,13.0,2.0,10.0,10.0,5.0,8.0,13.0,10.0,12.0,15.0,8.0,4.0,13.0,11.0,12.0,11.0,14.0,4.0,15.0,11.0,8.0,12.0,8.0,13.0,13.0,11.0,3.0,10.0,11.0,2.0,13.0,1.0,3.0,4.0,9.0,13.0,1.0,12.0,12.0,11.0,11.0,1.0,8.0,1.0,2.0,1,0,0,0,0,0,40.8,1540.35,1156.0,0,0,0,1,32,장현수
Nam Tae-Hee,Other,KOR," M (R), AM (RC)                 ",1991-07-03,29.0,174.0,72.0,88000.0,0.0,1800000.0,5.0,7.0,3.0,13.0,6.0,11.0,12.0,3.0,16.0,7.0,10.0,12.0,3.0,5.0,8.0,12.0,15.0,10.0,10.0,2.0,7.0,10.0,12.0,13.0,9.0,6.0,14.0,1.0,17.0,15.0,3.0,10.0,3.0,3.0,3.0,14.0,11.0,1.0,13.0,15.0,11.0,11.0,3.0,7.0,1.0,3.0,0,0,0,0,0,1,62.6,1540.35,1156.0,0,0,0,1,32,남태히
Kim Sung-Hwan,Henan,KOR," D (L), DM, M (C)               ",1986-12-15,33.0,184.0,78.0,110000.0,0.0,1800000.0,12.0,12.0,3.0,12.0,18.0,11.0,10.0,12.0,9.0,13.0,10.0,10.0,3.0,13.0,8.0,11.0,8.0,10.0,11.0,12.0,12.0,9.0,12.0,11.0,10.0,12.0,11.0,3.0,11.0,13.0,3.0,14.0,3.0,2.0,1.0,11.0,11.0,2.0,14.0,12.0,12.0,13.0,1.0,10.0,2.0,1.0,0,1,0,0,0,0,67.5,1540.35,1312.0,0,0,0,1,36,김씨 wan
Lee Myung-Joo,Other,KOR," DM, M/AM (C)                   ",1990-04-24,30.0,176.0,76.0,82500.0,0.0,1200000.0,11.0,9.0,2.0,12.0,3.0,11.0,12.0,9.0,11.0,13.0,13.0,10.0,1.0,12.0,8.0,14.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,10.0,12.0,1.0,12.0,10.0,2.0,11.0,1.0,3.0,3.0,12.0,12.0,1.0,15.0,11.0,14.0,11.0,2.0,12.0,1.0,4.0,0,0,0,1,0,0,40.8,1540.35,1156.0,0,0,0,1,33,이 myung-joo
Moon Seon-Min,Sangju,KOR, AM (R)                         ,1992-06-09,28.0,172.0,68.0,28000.0,0.0,1100000.0,7.0,5.0,2.0,11.0,8.0,7.0,11.0,5.0,13.0,12.0,12.0,9.0,3.0,7.0,7.0,12.0,14.0,11.0,11.0,7.0,9.0,7.0,8.0,8.0,13.0,5.0,12.0,2.0,16.0,16.0,2.0,8.0,3.0,3.0,4.0,15.0,11.0,1.0,11.0,15.0,13.0,8.0,2.0,13.0,1.0,3.0,0,0,0,0,0,1,71.6,1540.35,1401.0,0,0,0,1,31,달 선산
Kim Seung-Dae,Jeonbuk,KOR, ST (C)                         ,1991-04-01,29.0,176.0,65.0,20500.0,0.0,1000000.0,11.0,10.0,1.0,13.0,5.0,11.0,14.0,8.0,13.0,13.0,8.0,10.0,1.0,10.0,10.0,12.0,11.0,12.0,10.0,8.0,9.0,11.0,12.0,14.0,11.0,9.0,13.0,2.0,15.0,13.0,1.0,11.0,2.0,1.0,2.0,14.0,12.0,2.0,13.0,13.0,14.0,12.0,1.0,13.0,2.0,4.0,0,0,0,0,1,0,71.6,1540.35,1599.0,0,0,0,1,32,김씨 다
Kim Bo-Kyung,Jeonbuk,KOR, AM (RLC)                       ,1989-10-06,30.0,176.0,72.0,26000.0,0.0,875000.0,10.0,10.0,1.0,13.0,3.0,12.0,12.0,12.0,13.0,12.0,12.0,10.0,2.0,11.0,11.0,13.0,12.0,12.0,13.0,9.0,12.0,13.0,12.0,14.0,11.0,10.0,13.0,3.0,12.0,13.0,1.0,12.0,1.0,3.0,2.0,14.0,13.0,2.0,13.0,13.0,14.0,12.0,3.0,13.0,1.0,2.0,0,0,0,1,0,0,71.6,1540.35,1599.0,0,0,1,0,34,김 보-경
